type,target,original_name,english_name,source_file,output_file,status
costume,steves_head,Head1r7,head1r7,1715adb4da260fd84a6506cc7fbc282a.png,images\steves_head\head1r7_1.png,copied
costume,steves_head,Head1r8,head1r8,c85bb343fb213834a37b98aae59d09b0.png,images\steves_head\head1r8_1.png,copied
costume,steves_head,Head1r9,head1r9,7219421bbf8fb26c7396698a231a94bf.png,images\steves_head\head1r9_1.png,copied
costume,steves_head,Head1r10,head1r10,60658d21b662df9a7c8900798ffad35e.png,images\steves_head\head1r10_1.png,copied
costume,steves_head,Head1r11,head1r11,b3b0f29d0b6ae4d2ef4116fa22f47661.png,images\steves_head\head1r11_1.png,copied
costume,steves_head,Head1r12,head1r12,dc3d34edbadfadddfdbf95074c575583.png,images\steves_head\head1r12_1.png,copied
costume,steves_head,Head1r13,head1r13,f8735a3b15e4d2ac54af3de55f88852c.png,images\steves_head\head1r13_1.png,copied
costume,steves_head,Head1r14,head1r14,49f1ab289910e9486c2a6bcdeb4ecb57.png,images\steves_head\head1r14_1.png,copied
costume,steves_head,Head1r15,head1r15,433c61347bb1af710bd3cfee6f026e62.png,images\steves_head\head1r15_1.png,copied
costume,steves_head,Head1r16,head1r16,a9036e7a11bc78d056185aeeeb2d4596.png,images\steves_head\head1r16_1.png,copied
costume,steves_head,Head1r17,head1r17,aa085dd7f7d12ea93e86aca79854b2bb.png,images\steves_head\head1r17_1.png,copied
costume,steves_head,Head1r18,head1r18,2757dcb66d8eaed3536af552ffd7a21f.png,images\steves_head\head1r18_1.png,copied
costume,steves_head,Head1r19,head1r19,53b9e41d72370139b61b621241a93bed.png,images\steves_head\head1r19_1.png,copied
costume,steves_head,Head1r20,head1r20,761ac0096706e84b3334e4eb0116eb81.png,images\steves_head\head1r20_1.png,copied
costume,steves_head,Head1r21,head1r21,8c19f60e7594f6a2ea2c089db2d83650.png,images\steves_head\head1r21_1.png,copied
costume,steves_head,Head1r22,head1r22,add3c41513c27f8859ed21e906a8f5cb.png,images\steves_head\head1r22_1.png,copied
costume,steves_head,Head1r23,head1r23,58c87193cd56c985d4d678c25e785e88.png,images\steves_head\head1r23_1.png,copied
costume,steves_head,Head1r24,head1r24,01fcc41e05efe2b8a77d1f016e69f21b.png,images\steves_head\head1r24_1.png,copied
costume,steves_head,Head1r25,head1r25,72cbde793fb5d20e1a9d4d3913ea50ac.png,images\steves_head\head1r25_1.png,copied
costume,steves_head,Head1r26,head1r26,20e44dd4a768e40fe912050282831d87.png,images\steves_head\head1r26_1.png,copied
costume,steves_head,Head1r27,head1r27,e3398b8d6795336b6a15822575afe756.png,images\steves_head\head1r27_1.png,copied
costume,steves_head,Head1r28,head1r28,6198ee4d8ca488292e54d6a55422f478.png,images\steves_head\head1r28_1.png,copied
costume,steves_head,Head1r29,head1r29,de304895a8096247d6f981b32b104fbc.png,images\steves_head\head1r29_1.png,copied
costume,steves_head,Head1r30,head1r30,73f716e929f47d957c07f57f7111e920.png,images\steves_head\head1r30_1.png,copied
costume,steves_head,Head1r31,head1r31,5f18703c0da812059ffb292f16a87998.png,images\steves_head\head1r31_1.png,copied
costume,steves_head,Head1r32,head1r32,5f8de185d29c7b71448d3c24e91cbac3.png,images\steves_head\head1r32_1.png,copied
costume,steves_head,Head1r33,head1r33,8655a9df863e6d96db3e74967d1be9a8.png,images\steves_head\head1r33_1.png,copied
costume,steves_head,Head1r60,head1r60,d35d35a0788b1a24207c9d75ecd92341.png,images\steves_head\head1r60_1.png,copied
costume,steves_head,Head1r61,head1r61,c1e6ec891085599c1ea5440089e91bec.png,images\steves_head\head1r61_1.png,copied
costume,steves_head,Head1r64,head1r64,4e0dda34c3d2267d3d6087f1071cde34.png,images\steves_head\head1r64_1.png,copied
costume,steves_head,Head1r65,head1r65,db2e4c36eb8d15fa8d699335c6eacbbe.png,images\steves_head\head1r65_1.png,copied
costume,steves_head,Head1r68,head1r68,eef5b8297e9631b1357b1b16e6e228fe.png,images\steves_head\head1r68_1.png,copied
costume,steves_head,Head1r69,head1r69,f78f86889d611b0cec73fa0118c6b78d.png,images\steves_head\head1r69_1.png,copied
costume,steves_head,Head1r72,head1r72,a7be7b335bb5e09e406e976992490747.png,images\steves_head\head1r72_1.png,copied
costume,steves_head,Head1r73,head1r73,7145994c48c819731889b08cf281f1dd.png,images\steves_head\head1r73_1.png,copied
costume,steves_head,ender,ender,49c3b79cc84904dfe7394cac3b4ba8b8.svg,images\steves_head\ender_1.png,converted
costume,steves_head,ender2,ender2,2681f8b95a9763276f5a9e9c1a7b38dd.svg,images\steves_head\ender2_1.png,converted
costume,steves_head,Head1r76,head1r76,44afb5b60b5b473f667c817e862a3059.png,images\steves_head\head1r76_1.png,copied
costume,steves_head,Head1r78,head1r78,3771ee638aa0bf36e54f11518460d63d.png,images\steves_head\head1r78_1.png,copied
costume,steves_head,Head1r34,head1r34,e473f5198d313432b78f348ba0f4d493.png,images\steves_head\head1r34_1.png,copied
costume,steves_head,Head1r35,head1r35,067045153ead16c1ac0e29f163d8abd7.png,images\steves_head\head1r35_1.png,copied
costume,steves_head,Head1r36,head1r36,7736f73872df8642dc05a4d2176ae881.png,images\steves_head\head1r36_1.png,copied
costume,steves_head,Head1r37,head1r37,89df5efc4c999dabd654614147282f3a.png,images\steves_head\head1r37_1.png,copied
costume,steves_head,Head1r38,head1r38,98bce115f06b525e190a1b74382fd5b7.png,images\steves_head\head1r38_1.png,copied
costume,steves_head,Head1r39,head1r39,cb37d98c42276f58976dfafd6cd99185.png,images\steves_head\head1r39_1.png,copied
costume,steves_head,Head1r40,head1r40,6218e62aa1174d78cf946f99bd8cdcc9.png,images\steves_head\head1r40_1.png,copied
costume,steves_head,Head1r41,head1r41,3263a6fa334c062b5e48435a56cb4f76.png,images\steves_head\head1r41_1.png,copied
costume,steves_head,Head1r42,head1r42,34a1fc566bb6743e358408bad3c9e69a.png,images\steves_head\head1r42_1.png,copied
costume,steves_head,Head1r43,head1r43,548ab033de3c2373ce2fd5ffaae673d9.png,images\steves_head\head1r43_1.png,copied
costume,steves_head,Head1r44,head1r44,be8378e48fbd6d4f362ff7d5fd0722f2.png,images\steves_head\head1r44_1.png,copied
costume,steves_head,Head1r45,head1r45,7d41bdabcfda97b0cac52b3836fd01cf.png,images\steves_head\head1r45_1.png,copied
costume,steves_head,Head1r46,head1r46,6e20ea346b5c8e046fd8139a28cf9390.png,images\steves_head\head1r46_1.png,copied
costume,steves_head,Head1r47,head1r47,7b9d181a42470153d94c52bfb9bb28b4.png,images\steves_head\head1r47_1.png,copied
costume,steves_head,Head1r48,head1r48,4b897216ec4490a6186fbf08614e73ec.png,images\steves_head\head1r48_1.png,copied
costume,steves_head,Head1r49,head1r49,8ffc6175ac5cbd86e510879b80da2570.png,images\steves_head\head1r49_1.png,copied
costume,steves_head,Head1r50,head1r50,be4f99e7635d38ae2673672f19f76c80.png,images\steves_head\head1r50_1.png,copied
costume,steves_head,Head1r51,head1r51,03e0ee6a2016a687955b906ca7a7bdfa.png,images\steves_head\head1r51_1.png,copied
costume,steves_head,Head1r52,head1r52,3e97906b06ff8f8effdba0a5d2c793a3.png,images\steves_head\head1r52_1.png,copied
costume,steves_head,Head1r53,head1r53,5b30a6a584d0a1fc7269707967b43d2d.png,images\steves_head\head1r53_1.png,copied
costume,steves_head,Head1r54,head1r54,61ed018b78594576c61eb9d442c1a38e.png,images\steves_head\head1r54_1.png,copied
costume,steves_head,Head1r55,head1r55,1624f303e46faa8a0c60e6bd7fd3fd5a.png,images\steves_head\head1r55_1.png,copied
costume,steves_head,Head1r56,head1r56,e23469ca97683ddc9b17606bddd05966.png,images\steves_head\head1r56_1.png,copied
costume,steves_head,Head1r57,head1r57,8ade86eed75ee99bd634766d53ca9e97.png,images\steves_head\head1r57_1.png,copied
costume,steves_head,Head1r58,head1r58,d06d2b94db95ac38e36583f4d23969cb.png,images\steves_head\head1r58_1.png,copied
costume,steves_head,Head1r59,head1r59,2181598e4698ed08189806225b13bda2.png,images\steves_head\head1r59_1.png,copied
costume,steves_head,Alex1_r2,alex1_r2,042aadddb8e429107c3991d37c40c40b.png,images\steves_head\alex1_r2_1.png,copied
costume,steves_head,Alex1_r3,alex1_r3,1dbfa44322b6efc983fd78c0c30cc194.png,images\steves_head\alex1_r3_1.png,copied
costume,steves_head,Alex1_r4,alex1_r4,55ba9b35795558692846d7e646d28b77.png,images\steves_head\alex1_r4_1.png,copied
costume,steves_head,Alex1_r5,alex1_r5,3e7ca6ed016c99e6374760849ed8136d.png,images\steves_head\alex1_r5_1.png,copied
costume,steves_head,Alex1_r6,alex1_r6,0d229fdff49e94f7c12a0f5242b892a1.png,images\steves_head\alex1_r6_1.png,copied
costume,steves_head,Alex1_r7,alex1_r7,2ad5f247071017e0c2004f3b540d3b5f.png,images\steves_head\alex1_r7_1.png,copied
costume,steves_head,Alex1_r8,alex1_r8,8094fbbee4696c3cded3206bc68296d0.png,images\steves_head\alex1_r8_1.png,copied
costume,steves_head,Alex1_r9,alex1_r9,3ea1a6008fbf886652597abea367fc6a.png,images\steves_head\alex1_r9_1.png,copied
costume,steves_head,Alex1_r10,alex1_r10,4b9c4183248387355e9d6cf7c12d83b7.png,images\steves_head\alex1_r10_1.png,copied
costume,steves_head,Alex1_r11,alex1_r11,3ea1a6008fbf886652597abea367fc6a.png,images\steves_head\alex1_r11_1.png,copied
costume,steves_head,Alex1_r12,alex1_r12,0180cabe08057d8255758a5d4240daf8.png,images\steves_head\alex1_r12_1.png,copied
costume,steves_head,Alex1_r13,alex1_r13,d5bfa48ef66b34380ae7999ecd6a73b0.png,images\steves_head\alex1_r13_1.png,copied
costume,steves_head,Alex1_r14,alex1_r14,4e56728b49ff5910f040ee79940111ec.png,images\steves_head\alex1_r14_1.png,copied
costume,steves_head,Alex1_r15,alex1_r15,e11063ba57379dd9f4ae30831e7d2516.png,images\steves_head\alex1_r15_1.png,copied
costume,steves_head,Alex1_r16,alex1_r16,faf5d4eedf925cd642a825ae8d73a113.png,images\steves_head\alex1_r16_1.png,copied
costume,steves_head,Alex1_r17,alex1_r17,0328786347cd0d14d6ddf66bd6ec852b.png,images\steves_head\alex1_r17_1.png,copied
costume,steves_head,Alex1_r18,alex1_r18,87005b309734206fd6f6757127c98f0a.png,images\steves_head\alex1_r18_1.png,copied
costume,steves_head,Alex1_r19,alex1_r19,6cf50e5b7f4f8fcd0063146c8588f91b.png,images\steves_head\alex1_r19_1.png,copied
costume,steves_head,Alex1_r20,alex1_r20,4e5a18c793d199849be6853117fa4d5a.png,images\steves_head\alex1_r20_1.png,copied
costume,steves_head,Alex1_r21,alex1_r21,bbbb4da1c68e1985bad4c608862f3df6.png,images\steves_head\alex1_r21_1.png,copied
costume,steves_head,Alex1_r22,alex1_r22,9338b9b76725cadef8e6104e96fce20e.png,images\steves_head\alex1_r22_1.png,copied
costume,steves_head,Alex1_r23,alex1_r23,66aa590b0df3aaed999de5fd39b3dc07.png,images\steves_head\alex1_r23_1.png,copied
costume,steves_head,Alex1_r24,alex1_r24,d9788deb202a0dc4f00eb128e750bf64.png,images\steves_head\alex1_r24_1.png,copied
costume,steves_head,Alex1_r25,alex1_r25,2d0347662fd9b52a4d5cdbbbc9ebe1e9.png,images\steves_head\alex1_r25_1.png,copied
costume,steves_head,Alex1_r26,alex1_r26,854774763864944036e61a1e8c6282f2.png,images\steves_head\alex1_r26_1.png,copied
costume,steves_head,Alex1_r27,alex1_r27,375039fc11752e0da1b8aabc435fe7a6.png,images\steves_head\alex1_r27_1.png,copied
costume,steves_head,Alex1_r28,alex1_r28,174d253cb8fa0b55674b7e11080c1538.png,images\steves_head\alex1_r28_1.png,copied
costume,steves_head,Alex1_r29,alex1_r29,4743169b53b00688481d2436bbc8e397.png,images\steves_head\alex1_r29_1.png,copied
costume,steves_head,Alex1_r30,alex1_r30,53ce044b2ae298919a5b1b958abf14a8.png,images\steves_head\alex1_r30_1.png,copied
costume,steves_head,Alex1_r31,alex1_r31,ea8f311feebf840c7eef455815bd6762.png,images\steves_head\alex1_r31_1.png,copied
costume,steves_head,Alex1_r32,alex1_r32,b7b9dcb6951b3a020a623c56ec2409de.png,images\steves_head\alex1_r32_1.png,copied
costume,steves_head,Alex1_r33,alex1_r33,8124e99ac78fa4deffef0d7dde0a9fc0.png,images\steves_head\alex1_r33_1.png,copied
costume,steves_head,Head1r62,head1r62,d35d35a0788b1a24207c9d75ecd92341.png,images\steves_head\head1r62_1.png,copied
costume,steves_head,Head1r63,head1r63,c1e6ec891085599c1ea5440089e91bec.png,images\steves_head\head1r63_1.png,copied
costume,steves_head,Head1r66,head1r66,4e0dda34c3d2267d3d6087f1071cde34.png,images\steves_head\head1r66_1.png,copied
costume,steves_head,Head1r67,head1r67,db2e4c36eb8d15fa8d699335c6eacbbe.png,images\steves_head\head1r67_1.png,copied
costume,steves_head,Head1r70,head1r70,eef5b8297e9631b1357b1b16e6e228fe.png,images\steves_head\head1r70_1.png,copied
costume,steves_head,Head1r71,head1r71,f78f86889d611b0cec73fa0118c6b78d.png,images\steves_head\head1r71_1.png,copied
costume,steves_head,Head1r74,head1r74,a7be7b335bb5e09e406e976992490747.png,images\steves_head\head1r74_1.png,copied
costume,steves_head,Head1r75,head1r75,7145994c48c819731889b08cf281f1dd.png,images\steves_head\head1r75_1.png,copied
costume,steves_head,Head1r77,head1r77,ebf950e7c7fb1a4d826c31a0f3a7ba04.svg,images\steves_head\head1r77_1.png,converted
costume,steves_head,Head1r79,head1r79,5859d158aea80e55ec34537cd3613940.svg,images\steves_head\head1r79_1.png,converted
costume,steves_head,Alex1_r34,alex1_r34,4074305ae25a7d25ceaaf0b6c4b46ff7.png,images\steves_head\alex1_r34_1.png,copied
costume,steves_head,Alex1_r35,alex1_r35,f3ec8a51e6afff9eeaed3083bd56cc17.png,images\steves_head\alex1_r35_1.png,copied
costume,steve,Sleep2,sleep2,663c32d43c312e4c6d75227a29edd3f0.png,images\steve\sleep2_1.png,copied
costume,steve,Body2,body2,0da813bb41f9277601ed96f856b9247d.png,images\steve\body2_1.png,copied
costume,steve,Sleep,sleep,4c965313ebe85bc5ab485783edd8b231.png,images\steve\sleep_1.png,copied
costume,steve,Body4,body4,c8a1f0d6b7d9c09ebaa6600e2b42df5b.png,images\steve\body4_1.png,copied
costume,steve,Body_cp_7,body_cp_7,962726ea7e2fb8069ceb093952dcd808.png,images\steve\body_cp_7_1.png,copied
costume,steve,Body_cp_8,body_cp_8,b1c424a029a244dce6b1e350b65b4ee9.png,images\steve\body_cp_8_1.png,copied
costume,steve,Body_cp_9,body_cp_9,0540cdde0e6bfa7d6f1135b340c51cf6.png,images\steve\body_cp_9_1.png,copied
costume,steve,Body_cp_10,body_cp_10,41ee70cfdc8b2b7a313f2fb2c138d838.png,images\steve\body_cp_10_1.png,copied
costume,steve,Body_cp_11,body_cp_11,e88dd4427f6d83bee09d747d5e6a4284.png,images\steve\body_cp_11_1.png,copied
costume,steve,Body_cp_2,body_cp_2,f03b35ad605fa748eed327fedb1a1949.png,images\steve\body_cp_2_1.png,copied
costume,steve,Body_cp_3,body_cp_3,313381e91b4f2a9e116d8c708379fb46.png,images\steve\body_cp_3_1.png,copied
costume,steve,Body_cp_4 (elytra),body_cp_4_elytra,974da2fe820c2c63270120b34b8bf042.svg,images\steve\body_cp_4_elytra_1.png,converted
costume,steve,Body_cp_5,body_cp_5,f68c3177a9871944e72498e5342debd6.png,images\steve\body_cp_5_1.png,copied
costume,steve,Body_cp_6,body_cp_6,e263536a593774269f166fc47a74e592.svg,images\steve\body_cp_6_1.png,converted
costume,steve,Body_cp_12,body_cp_12,829c7377b022fbb47da202eeae769833.png,images\steve\body_cp_12_1.png,copied
costume,steve,Body_cp_13,body_cp_13,9acab0ccc54004ffd6aa52b40689e857.png,images\steve\body_cp_13_1.png,copied
costume,steve,Body_cp_14,body_cp_14,12654040f507151afc93713aaca18564.png,images\steve\body_cp_14_1.png,copied
costume,steve,Body_cp_15,body_cp_15,361c5af2e3842bb894619cbcf38f6bc5.png,images\steve\body_cp_15_1.png,copied
costume,steve,Body_cp_16,body_cp_16,b5ea6aecdc1ac638699d186f4265d15b.png,images\steve\body_cp_16_1.png,copied
costume,steve,Body_cp_17,body_cp_17,bd8fd756713c91512072595807aecd57.png,images\steve\body_cp_17_1.png,copied
costume,steve,Body_cp_18,body_cp_18,913c3b123263d16e0813782675a20f23.png,images\steve\body_cp_18_1.png,copied
costume,steve,Body_cp_19,body_cp_19,3ee7be80559085c076b547929f70613d.png,images\steve\body_cp_19_1.png,copied
costume,steve,Body_cp_20,body_cp_20,159566cd300fac97e87d6f98452d19f6.png,images\steve\body_cp_20_1.png,copied
costume,steve,Body_cp_21,body_cp_21,d839ebcd8a7511b1c5dbaed36dd4eef7.png,images\steve\body_cp_21_1.png,copied
costume,steve,Body_cp_22,body_cp_22,137931a303bd2bb1bbc34d467e5ba9ad.png,images\steve\body_cp_22_1.png,copied
costume,steve,Body_cp_23,body_cp_23,e3231dca964dc7bc8310865bfe3f2db3.png,images\steve\body_cp_23_1.png,copied
costume,steve,Body_cp_24,body_cp_24,37c1884e8b3e97e5bd19eebd092253ba.png,images\steve\body_cp_24_1.png,copied
costume,steve,Body_cp_25,body_cp_25,6159b2889183959b8e156b9d5f94416e.png,images\steve\body_cp_25_1.png,copied
costume,steve,Body_cp_26,body_cp_26,0221847bb4197222c49aae4cc83a70d3.png,images\steve\body_cp_26_1.png,copied
costume,steve,1:1,11,dbdbeaa9ab23d56614217c1c7eb72bfa.svg,images\steve\11_1.png,converted
costume,steve,1:2,12,cad30968ddb7a5ca5f4f451e602c3b25.svg,images\steve\12_1.png,converted
costume,steve,0:1,01,47d9c1dc1199c38b1a900c01f2ee8c70.svg,images\steve\01_1.png,converted
costume,steve,0:2,02,3b74f98791e203355c81a5c6fc638084.svg,images\steve\02_1.png,converted
costume,steve,1:3,13,254913767c2237b0a9d5e6dfe7a755f2.svg,images\steve\13_1.png,converted
costume,steve,0:3,03,e0643c86865d84e63d36507fdc2cfe4d.svg,images\steve\03_1.png,converted
costume,steve,Body_cp_27,body_cp_27,993b86436136c5e663f484bb39835a0e.png,images\steve\body_cp_27_1.png,copied
costume,steve,filler,filler,993b86436136c5e663f484bb39835a0e.png,images\steve\filler_1.png,copied
costume,steve,Body_cp_28,body_cp_28,2cce698b938efa2611292b6da952b1ab.svg,images\steve\body_cp_28_1.png,converted
costume,steve,filler2,filler2,2cce698b938efa2611292b6da952b1ab.svg,images\steve\filler2_1.png,converted
costume,steve,Body_cp_29,body_cp_29,bbc3477295809352496f3c1e661f8074.png,images\steve\body_cp_29_1.png,copied
sound,steve,grass5,grass5,ffa32d0b56dccab9b2d8b1219a0739fb.wav,audio\steve\grass5_1.wav,copied
sound,steve,grass6,grass6,e3e00096de54e865dafdb5282fcdc3ca.wav,audio\steve\grass6_1.wav,copied
sound,steve,grass7,grass7,b44d2964696efeebf0834f80900d6487.wav,audio\steve\grass7_1.wav,copied
sound,steve,foliage1,foliage1,a2a77aefc2eabb7474c96a11f800a85d.mp3,audio\steve\foliage1_1.mp3,copied
sound,steve,gravel1,gravel1,59277554df01d7323c16c018b7ef7ca9.mp3,audio\steve\gravel1_1.mp3,copied
sound,steve,gravel2,gravel2,f73772a4b62c7b561b73706000ad6d68.mp3,audio\steve\gravel2_1.mp3,copied
sound,steve,gravel3,gravel3,67895120bb339833b4888503862a9e3e.mp3,audio\steve\gravel3_1.mp3,copied
sound,steve,gravel4,gravel4,7f321f03558960b777de41b828a894f8.mp3,audio\steve\gravel4_1.mp3,copied
sound,steve,sand1,sand1,752603711af41ceb81db7b96b0270a33.mp3,audio\steve\sand1_1.mp3,copied
sound,steve,sand2,sand2,07b6f88389363e545205be07101232c7.mp3,audio\steve\sand2_1.mp3,copied
sound,steve,sand3,sand3,0d343685499c31883cf9c1ed5f281f53.mp3,audio\steve\sand3_1.mp3,copied
sound,steve,sand4,sand4,eb63ac2532b12369ba368dccb8b1bf52.mp3,audio\steve\sand4_1.mp3,copied
sound,steve,stone1,stone1,aa86b6074e7ad707133a65ca29764a09.mp3,audio\steve\stone1_1.mp3,copied
sound,steve,stone2,stone2,cc2c607f33cc135190922726253f0a7f.mp3,audio\steve\stone2_1.mp3,copied
sound,steve,stone3,stone3,577751919bb4fad62c857adc7fcecdae.mp3,audio\steve\stone3_1.mp3,copied
sound,steve,stone4,stone4,a8c987c96fce06c40e32c4431da6497d.mp3,audio\steve\stone4_1.mp3,copied
sound,steve,wood1,wood1,8cd5460d6cd714c83fc22c24870d2e32.mp3,audio\steve\wood1_1.mp3,copied
sound,steve,wood2,wood2,0a656287faa7c3a1e26e705aa8b125eb.mp3,audio\steve\wood2_1.mp3,copied
sound,steve,wood3,wood3,039d3ce4eb3fd66aa0e785b35373f34d.mp3,audio\steve\wood3_1.mp3,copied
sound,steve,wood5,wood5,4d2165688debe6c4a1d8d02fdd1da57b.mp3,audio\steve\wood5_1.mp3,copied
sound,steve,grass8,grass8,0ebcd5c47bba20db04c30e3317213f52.wav,audio\steve\grass8_1.wav,copied
sound,steve,grass11,grass11,58b3d962776239bf65849162f18bd661.wav,audio\steve\grass11_1.wav,copied
sound,steve,grass10,grass10,6a04e0ccdc5ef88b44dbdfd651efe4ca.wav,audio\steve\grass10_1.wav,copied
sound,steve,grass9,grass9,07465d4b32635cbd3d675e709f2a135f.wav,audio\steve\grass9_1.wav,copied
sound,steve,lots of grass,lots_of_grass,afb0f8432e09a63508fae48d4690b34d.wav,audio\steve\lots_of_grass_1.wav,copied
sound,steve,wool1,wool1,aab52682991f26d392321d8c0379114c.mp3,audio\steve\wool1_1.mp3,copied
sound,steve,wool2,wool2,8ae41af050593552f991d2eaed28acef.mp3,audio\steve\wool2_1.mp3,copied
sound,steve,wool3,wool3,6ab976cf799822f3c442b11e8d2f4175.mp3,audio\steve\wool3_1.mp3,copied
sound,steve,wool4,wool4,119045d40d44ec0c3eaf1d3f44967a76.mp3,audio\steve\wool4_1.mp3,copied
sound,steve,snow1,snow1,f222516d4665f73668e641120d73c27b.mp3,audio\steve\snow1_1.mp3,copied
